time;type;message
1682114587.3655717;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.57m/s)
1682114587.3665237;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114587.4449139;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.79m/s)
1682114587.4458058;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114587.5062764;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.79m/s)
1682114587.5071404;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114587.5817652;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.79m/s)
1682114587.5825212;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114587.6467261;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.79m/s)
1682114588.1792433;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.122s)
1682114589.4713216;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.50m/s)
1682114589.47214;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114589.5510516;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.56m/s)
1682114589.5519924;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114589.6145937;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.65m/s)
1682114589.6154962;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114589.693768;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.70m/s)
1682114589.6947806;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114589.7561123;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.70m/s)
1682114589.757051;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114589.836704;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.70m/s)
1682114589.8374763;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114589.8980057;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.70m/s)
1682114590.2321577;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.116s)
1682114591.954024;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.29m/s)
1682114591.954998;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114592.0160146;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.32m/s)
1682114592.016963;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114592.097031;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.35m/s)
1682114592.0980024;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114592.1600158;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.39m/s)
1682114592.175527;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114592.2645268;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.58m/s)
1682114592.2655797;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114592.3283803;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.58m/s)
1682114592.3292964;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114592.4058082;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.58m/s)
1682114592.406635;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114592.5306108;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.58m/s)
1682114592.7375097;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114592.8024487;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114592.878729;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114592.9398346;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.0200677;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.081419;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.1603863;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.2185142;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.2977924;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.3594236;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.4374344;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.4984314;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.5761728;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114593.6343188;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114593.7098968;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114593.770144;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114594.8656352;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114594.94428;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.1475916;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.144s)
1682114595.15121;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.2139506;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.2927327;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.350695;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.4328437;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.4915497;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.5711546;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.6313956;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.710085;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.7696955;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.843126;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114595.9063733;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114595.983294;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114596.04523;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114596.1308959;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114596.2058396;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114596.2811854;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114596.3405983;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114598.052448;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.140s)
1682114598.9923542;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.94m/s)
1682114598.9931679;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114599.0738416;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -1.09m/s)
1682114599.0747924;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114599.1364;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -1.09m/s)
1682114599.1373606;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114599.2175648;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -1.09m/s)
1682114599.2215827;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114599.2890596;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.3644292;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.427208;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.512032;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.579406;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.6568062;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.7153559;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.7959716;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.8545403;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.933729;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114599.996719;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114600.0754318;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114600.139166;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114600.2156618;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114600.2779686;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114600.3539548;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114600.4175522;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114601.343846;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.152s)
1682114602.4433267;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114602.4456043;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.66m/s)
1682114602.4466214;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114602.525762;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.49m/s)
1682114602.5266726;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114602.5911508;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114602.6684828;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114602.72987;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114602.8068883;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114602.8705165;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114602.9491985;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.0093799;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.0890362;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.156522;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.244218;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.3110347;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.3894203;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.454437;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.5312214;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.5951488;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.6728709;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.7402663;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.81972;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.8837726;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114603.9620383;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.0222085;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.1002092;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.1631236;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.2414849;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.3005385;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.377625;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.4386322;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.5169942;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.579227;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.6556854;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114604.7193618;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114604.796135;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114604.8557014;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114605.0299258;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.175s)
1682114607.127491;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.2055473;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114607.2079623;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.36m/s)
1682114607.208963;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114607.2703674;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114607.2724285;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.42m/s)
1682114607.2732933;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114607.3646204;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.425675;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.5048943;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.5649137;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.640785;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.705183;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.7810867;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.8442192;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.92033;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114607.983056;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114608.0585227;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114608.12227;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114608.1997893;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114608.2614434;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114608.3408535;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114608.4007325;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114608.4765952;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114608.535478;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114608.6126204;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114608.9171143;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.168s)
1682114609.943258;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114609.9455748;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.40m/s)
1682114609.946667;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114610.010469;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114610.0129101;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.59m/s)
1682114610.0140183;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114610.094256;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.1585536;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.2378263;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.2999;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.375901;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.437513;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.5161703;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.5772383;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.655043;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.7160196;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.7960768;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.8675969;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114610.94396;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114611.0040717;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114611.0823526;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114611.147211;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114611.231319;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114611.2934217;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114611.3700721;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114611.4299355;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114611.5076015;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114611.5653713;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114611.6445248;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114612.3227277;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114612.3838627;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114612.4636853;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114612.523101;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114612.6027238;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114612.6727724;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114612.7505252;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114612.813958;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114612.8895464;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114612.9523003;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114613.0275702;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114613.0939817;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114613.172306;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114613.234286;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114613.4333873;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.201s)
1682114613.435199;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114613.5009036;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114613.5810423;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114613.649818;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114615.8473718;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114615.9134629;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114615.9934602;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114615.9966593;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.68m/s)
1682114615.9981298;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114616.0641212;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.1485825;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.2314715;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.3089309;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.3742185;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.453123;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.5151772;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.5936;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.6675863;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.765587;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.831058;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.9136558;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114616.976765;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114617.0592077;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114617.12595;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114617.2109654;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114617.293518;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114617.377131;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114618.953859;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.288s)
1682114619.033668;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114619.1389961;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.2128043;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.3164034;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.3801973;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.4602444;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.526112;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.6063054;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.6712203;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.7511582;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.8126752;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.8931334;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114619.9567397;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114620.0372303;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114620.1039906;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114620.184131;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114620.2464998;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114620.3250682;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114620.3857856;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114620.4677515;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114620.5307844;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114620.8125067;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114620.8943884;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114620.9535596;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114621.0291958;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114621.0927064;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114621.1736028;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114621.2483785;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114621.327258;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114621.3881943;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114621.4694502;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114621.5309625;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114621.6125429;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114621.6845698;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114621.9150968;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114621.976939;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114622.0546324;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114622.387121;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114622.6061714;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114622.809751;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114622.9533134;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114622.955476;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.23m/s)
1682114622.9568152;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114623.0930655;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114623.0951624;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.36m/s)
1682114623.0961792;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114623.173094;INFO;No feasible solution for 'straight'! Reduced planning horizon!
